0	0.00288184
1	0.0588235
2	0.1
3	0.0588235
4	0.1
5	0.0769231
6	0.166667
7	0.05
8	0.125
9	0.0175439
10	0.1
11	1
12	1
13	0.0322581
14	0.0666667
15	1
16	0.111111
17	0.0769231
18	1
19	0.0625
20	0.0666667
21	0.0153846
22	0.0909091
23	0.0588235
24	0.0625
25	0.0144928
26	0.0147059
27	0.2
28	0.0769231
29	0.0769231
30	0.0588235
31	0.0434783
32	0.166667
33	0.5
34	0.2
35	0.5
36	0.0909091
37	1
38	0.111111
39	0.0666667
40	0.0227273
41	0.0416667
42	0.5
43	1
44	0.166667
45	0.0833333
46	0.2
47	0.5
48	0.0454545
49	0.25
50	0.0909091
51	0.142857
52	0.5
53	0.0322581
54	0.125
55	0.0588235
56	0.0128205
57	0.0666667
58	0.0833333
59	0.0526316
60	0.125
61	0.333333
62	0.0384615
63	0.166667
64	0.142857
65	0.0833333
66	0.0666667
67	0.0131579
68	0.111111
69	0.1
70	0.5
71	0.333333
72	0.0416667
73	0.1
74	1
75	0.0714286
76	0.333333
77	0.166667
78	0.111111
79	0.0833333
80	0.0434783
81	0.333333
82	0.0294118
83	0.142857
84	0.0769231
85	0.0714286
86	0.166667
87	0.0769231
88	0.05
89	0.125
90	0.5
91	0.125
92	0.047619
93	0.125
94	0.0454545
95	0.166667
96	0.111111
97	0.333333
98	0.0204082
99	0.0769231
100	0.111111
101	0.0526316
102	0.166667
103	0.0625
104	0.03125
105	0.0714286
106	0.125
107	0.000956938
108	0.0769231
109	0.027027
110	0.2
111	0.0714286
112	0.333333
113	0.025
114	1
115	0.047619
116	0.0588235
117	0.166667
118	0.0277778
119	0.016129
120	0.25
121	0.0833333
122	0.015873
123	0.0555556
124	0.25
125	0.25
126	0.142857
127	0.0625
128	0.0357143
129	0.142857
130	0.0625
131	0.142857
132	0.0625
133	0.0555556
134	0.0526316
135	0.1
136	0.0075188
137	0.0625
138	0.5
139	0.111111
140	0.0909091
141	0.0357143
142	0.0232558
143	0.0833333
144	0.0666667
145	0.5
146	0.1
147	0.166667
148	0.05
149	0.0714286
150	0.0909091
151	0.142857
152	0.2
153	0.5
154	0.5
155	0.333333
156	0.0833333
157	0.333333
158	0.04
159	0.0714286
160	0.5
161	0.04
162	0.125
163	0.166667
164	0.333333
